序号,汉字,Unicode,Unicode十六进制,来源,出现次数
5770,逶,36918,U+9036,追加字库; 合并字库; GB2312,3
5771,逸,36920,U+9038,追加字库; 合并字库; GB2312,3
5772,逻,36923,U+903B,追加字库; 合并字库; GB2312,3
5773,逼,36924,U+903C,追加字库; 合并字库; GB2312,3
5774,逾,36926,U+903E,追加字库; 合并字库; GB2312,3
5775,遁,36929,U+9041,追加字库; 合并字库; GB2312,3
5776,遂,36930,U+9042,合并字库; GB2312,2
5777,遄,36932,U+9044,追加字库; 合并字库; GB2312,3
5778,遇,36935,U+9047,追加字库; 合并字库; GB2312,3
5779,遍,36941,U+904D,追加字库; 合并字库; GB2312,3
5780,遏,36943,U+904F,追加字库; 合并字库; GB2312,3
5781,遐,36944,U+9050,追加字库; 合并字库; GB2312,3
5782,遑,36945,U+9051,追加字库; 合并字库; GB2312,3
5783,遒,36946,U+9052,追加字库; 合并字库; GB2312,3
5784,道,36947,U+9053,合并字库; GB2312,2
5785,遗,36951,U+9057,追加字库; 合并字库; GB2312,3
5786,遘,36952,U+9058,追加字库; 合并字库; GB2312,3
5787,遛,36955,U+905B,追加字库; 合并字库; GB2312,3
5788,遢,36962,U+9062,追加字库; 合并字库; GB2312,3
5789,遣,36963,U+9063,追加字库; 合并字库; GB2312,3
5790,遥,36965,U+9065,追加字库; 合并字库; GB2312,3
5791,遨,36968,U+9068,追加字库; 合并字库; GB2312,3
5792,遭,36973,U+906D,追加字库; 合并字库; GB2312,3
5793,遮,36974,U+906E,追加字库; 合并字库; GB2312,3
5794,遴,36980,U+9074,追加字库; 合并字库; GB2312,3
5795,遵,36981,U+9075,合并字库; GB2312,2
5796,遽,36989,U+907D,追加字库; 合并字库; GB2312,3
5797,避,36991,U+907F,追加字库; 合并字库; GB2312,3
5798,邀,36992,U+9080,追加字库; 合并字库; GB2312,3
5799,邂,36994,U+9082,追加字库; 合并字库; GB2312,3
5800,邃,36995,U+9083,追加字库; 合并字库; GB2312,3
5801,邈,37000,U+9088,追加字库; 合并字库; GB2312,3
5802,邋,37003,U+908B,追加字库; 合并字库; GB2312,3
5803,邑,37009,U+9091,合并字库; GB2312,2
5804,邓,37011,U+9093,合并字库; GB2312,2
5805,邕,37013,U+9095,追加字库; 合并字库; GB2312,3
5806,邗,37015,U+9097,追加字库; 合并字库; GB2312,3
5807,邙,37017,U+9099,追加字库; 合并字库; GB2312,3
5808,邛,37019,U+909B,追加字库; 合并字库; GB2312,3
5809,邝,37021,U+909D,追加字库; 合并字库; GB2312,3
5810,邡,37025,U+90A1,合并字库; GB2312,2
5811,邢,37026,U+90A2,合并字库; GB2312,2
5812,那,37027,U+90A3,追加字库; 合并字库; GB2312,3
5813,邦,37030,U+90A6,追加字库; 合并字库; GB2312,3
5814,邪,37034,U+90AA,追加字库; 合并字库; GB2312,3
5815,邬,37036,U+90AC,追加字库; 合并字库; GB2312,3
5816,邮,37038,U+90AE,追加字库; 合并字库; GB2312,3
5817,邯,37039,U+90AF,合并字库; GB2312,2
5818,邰,37040,U+90B0,追加字库; 合并字库; GB2312,3
5819,邱,37041,U+90B1,合并字库; GB2312,2
5820,邳,37043,U+90B3,合并字库; GB2312,2
5821,邴,37044,U+90B4,追加字库; 合并字库; GB2312,3
5822,邵,37045,U+90B5,合并字库; GB2312,2
5823,邶,37046,U+90B6,追加字库; 合并字库; GB2312,3
5824,邸,37048,U+90B8,追加字库; 合并字库; GB2312,3
5825,邹,37049,U+90B9,合并字库; GB2312,2
5826,邺,37050,U+90BA,追加字库; 合并字库; GB2312,3
5827,邻,37051,U+90BB,追加字库; 合并字库; GB2312,3
5828,邾,37054,U+90BE,追加字库; 合并字库; GB2312,3
5829,郁,37057,U+90C1,合并字库; GB2312,2
5830,郄,37060,U+90C4,追加字库; 合并字库; GB2312,3
5831,郅,37061,U+90C5,追加字库; 合并字库; GB2312,3
5832,郇,37063,U+90C7,追加字库; 合并字库; GB2312,3
5833,郊,37066,U+90CA,合并字库; GB2312,2
5834,郎,37070,U+90CE,合并字库; GB2312,2
5835,郏,37071,U+90CF,合并字库; GB2312,2
5836,郐,37072,U+90D0,追加字库; 合并字库; GB2312,3
5837,郑,37073,U+90D1,合并字库; GB2312,2
5838,郓,37075,U+90D3,合并字库; GB2312,2
5839,郗,37079,U+90D7,追加字库; 合并字库; GB2312,3
5840,郛,37083,U+90DB,追加字库; 合并字库; GB2312,3
5841,郜,37084,U+90DC,追加字库; 合并字库; GB2312,3
5842,郝,37085,U+90DD,追加字库; 合并字库; GB2312,3
5843,郡,37089,U+90E1,合并字库; GB2312,2
5844,郢,37090,U+90E2,追加字库; 合并字库; GB2312,3
5845,郦,37094,U+90E6,追加字库; 合并字库; GB2312,3
5846,郧,37095,U+90E7,追加字库; 合并字库; GB2312,3
5847,部,37096,U+90E8,合并字库; GB2312,2
5848,郫,37099,U+90EB,合并字库; GB2312,2
5849,郭,37101,U+90ED,合并字库; GB2312,2
5850,郯,37103,U+90EF,合并字库; GB2312,2
5851,郴,37108,U+90F4,合并字库; GB2312,2
5852,郸,37112,U+90F8,合并字库; GB2312,2
5853,都,37117,U+90FD,合并字库; GB2312,2
5854,郾,37118,U+90FE,追加字库; 合并字库; GB2312,3
5855,鄂,37122,U+9102,合并字库; GB2312,2
5856,鄄,37124,U+9104,合并字库; GB2312,2
5857,鄙,37145,U+9119,追加字库; 合并字库; GB2312,3
5858,鄞,37150,U+911E,追加字库; 合并字库; GB2312,3
5859,鄢,37154,U+9122,追加字库; 合并字库; GB2312,3
5860,鄣,37155,U+9123,追加字库; 合并字库; GB2312,3
5861,鄯,37167,U+912F,追加字库; 合并字库; GB2312,3
5862,鄱,37169,U+9131,合并字库; GB2312,2
5863,鄹,37177,U+9139,追加字库; 合并字库; GB2312,3
5864,酃,37187,U+9143,追加字库; 合并字库; GB2312,3
5865,酆,37190,U+9146,追加字库; 合并字库; GB2312,3
5866,酉,37193,U+9149,追加字库; 合并字库; GB2312,3
5867,酊,37194,U+914A,追加字库; 合并字库; GB2312,3
5868,酋,37195,U+914B,追加字库; 合并字库; GB2312,3
5869,酌,37196,U+914C,追加字库; 合并字库; GB2312,3
5870,配,37197,U+914D,追加字库; 合并字库; GB2312,3
5871,酎,37198,U+914E,追加字库; 合并字库; GB2312,3
5872,酏,37199,U+914F,追加字库; 合并字库; GB2312,3
5873,酐,37200,U+9150,追加字库; 合并字库; GB2312,3
5874,酒,37202,U+9152,合并字库; GB2312,2
5875,酗,37207,U+9157,追加字库; 合并字库; GB2312,3
5876,酚,37210,U+915A,追加字库; 合并字库; GB2312,3
5877,酝,37213,U+915D,追加字库; 合并字库; GB2312,3
5878,酞,37214,U+915E,追加字库; 合并字库; GB2312,3
5879,酡,37217,U+9161,追加字库; 合并字库; GB2312,3
5880,酢,37218,U+9162,追加字库; 合并字库; GB2312,3
5881,酣,37219,U+9163,追加字库; 合并字库; GB2312,3
5882,酤,37220,U+9164,追加字库; 合并字库; GB2312,3
5883,酥,37221,U+9165,追加字库; 合并字库; GB2312,3
5884,酩,37225,U+9169,追加字库; 合并字库; GB2312,3
5885,酪,37226,U+916A,追加字库; 合并字库; GB2312,3
5886,酬,37228,U+916C,追加字库; 合并字库; GB2312,3
5887,酮,37230,U+916E,追加字库; 合并字库; GB2312,3
5888,酯,37231,U+916F,追加字库; 合并字库; GB2312,3
5889,酰,37232,U+9170,追加字库; 合并字库; GB2312,3
5890,酱,37233,U+9171,追加字库; 合并字库; GB2312,3
5891,酲,37234,U+9172,追加字库; 合并字库; GB2312,3
5892,酴,37236,U+9174,追加字库; 合并字库; GB2312,3
5893,酵,37237,U+9175,追加字库; 合并字库; GB2312,3
5894,酶,37238,U+9176,追加字库; 合并字库; GB2312,3
5895,酷,37239,U+9177,追加字库; 合并字库; GB2312,3
5896,酸,37240,U+9178,追加字库; 合并字库; GB2312,3
5897,酹,37241,U+9179,追加字库; 合并字库; GB2312,3
5898,酽,37245,U+917D,追加字库; 合并字库; GB2312,3
5899,酾,37246,U+917E,追加字库; 合并字库; GB2312,3
5900,酿,37247,U+917F,追加字库; 合并字库; GB2312,3
5901,醅,37253,U+9185,追加字库; 合并字库; GB2312,3
5902,醇,37255,U+9187,追加字库; 合并字库; GB2312,3
5903,醉,37257,U+9189,追加字库; 合并字库; GB2312,3
5904,醋,37259,U+918B,追加字库; 合并字库; GB2312,3
5905,醌,37260,U+918C,追加字库; 合并字库; GB2312,3
5906,醍,37261,U+918D,追加字库; 合并字库; GB2312,3
5907,醐,37264,U+9190,追加字库; 合并字库; GB2312,3
5908,醑,37265,U+9191,追加字库; 合并字库; GB2312,3
5909,醒,37266,U+9192,追加字库; 合并字库; GB2312,3
5910,醚,37274,U+919A,追加字库; 合并字库; GB2312,3
5911,醛,37275,U+919B,追加字库; 合并字库; GB2312,3
5912,醢,37282,U+91A2,追加字库; 合并字库; GB2312,3
5913,醣,37283,U+91A3,追加字库; 合并字库; GB2312,3
5914,醪,37290,U+91AA,追加字库; 合并字库; GB2312,3
5915,醭,37293,U+91AD,追加字库; 合并字库; GB2312,3
5916,醮,37294,U+91AE,追加字库; 合并字库; GB2312,3
5917,醯,37295,U+91AF,追加字库; 合并字库; GB2312,3
5918,醴,37300,U+91B4,合并字库; GB2312,2
5919,醵,37301,U+91B5,追加字库; 合并字库; GB2312,3
5920,醺,37306,U+91BA,追加字库; 合并字库; GB2312,3
5921,采,37319,U+91C7,追加字库; 合并字库; GB2312,3
5922,釉,37321,U+91C9,追加字库; 合并字库; GB2312,3
5923,释,37322,U+91CA,追加字库; 合并字库; GB2312,3
5924,里,37324,U+91CC,合并字库; GB2312,2
5925,重,37325,U+91CD,追加字库; 合并字库; GB2312,3
5926,野,37326,U+91CE,合并字库; GB2312,2
5927,量,37327,U+91CF,合并字库; GB2312,2
5928,金,37329,U+91D1,合并字库; GB2312,2
5929,釜,37340,U+91DC,追加字库; 合并字库; GB2312,3
5930,鉴,37492,U+9274,追加字库; 合并字库; GB2312,3
5931,銎,37518,U+928E,追加字库; 合并字库; GB2312,3
5932,銮,37550,U+92AE,追加字库; 合并字库; GB2312,3
5933,鋈,37576,U+92C8,追加字库; 合并字库; GB2312,3
5934,錾,37694,U+933E,追加字库; 合并字库; GB2312,3
5935,鍪,37738,U+936A,追加字库; 合并字库; GB2312,3
5936,鎏,37775,U+938F,追加字库; 合并字库; GB2312,3
5937,鏊,37834,U+93CA,追加字库; 合并字库; GB2312,3
5938,鏖,37846,U+93D6,追加字库; 合并字库; GB2312,3
5939,鐾,37950,U+943E,追加字库; 合并字库; GB2312,3
5940,鑫,37995,U+946B,追加字库; 合并字库; GB2312,3
5941,钅,38021,U+9485,追加字库; 合并字库; GB2312,3
5942,钆,38022,U+9486,追加字库; 合并字库; GB2312,3
5943,钇,38023,U+9487,追加字库; 合并字库; GB2312,3
5944,针,38024,U+9488,追加字库; 合并字库; GB2312,3
5945,钉,38025,U+9489,追加字库; 合并字库; GB2312,3
5946,钊,38026,U+948A,追加字库; 合并字库; GB2312,3
5947,钋,38027,U+948B,追加字库; 合并字库; GB2312,3
5948,钌,38028,U+948C,追加字库; 合并字库; GB2312,3
5949,钍,38029,U+948D,追加字库; 合并字库; GB2312,3
5950,钎,38030,U+948E,追加字库; 合并字库; GB2312,3
5951,钏,38031,U+948F,追加字库; 合并字库; GB2312,3
5952,钐,38032,U+9490,追加字库; 合并字库; GB2312,3
5953,钒,38034,U+9492,追加字库; 合并字库; GB2312,3
5954,钓,38035,U+9493,追加字库; 合并字库; GB2312,3
5955,钔,38036,U+9494,追加字库; 合并字库; GB2312,3
5956,钕,38037,U+9495,追加字库; 合并字库; GB2312,3
5957,钗,38039,U+9497,追加字库; 合并字库; GB2312,3
5958,钙,38041,U+9499,追加字库; 合并字库; GB2312,3
5959,钚,38042,U+949A,追加字库; 合并字库; GB2312,3
5960,钛,38043,U+949B,追加字库; 合并字库; GB2312,3
5961,钜,38044,U+949C,追加字库; 合并字库; GB2312,3
5962,钝,38045,U+949D,追加字库; 合并字库; GB2312,3
5963,钞,38046,U+949E,追加字库; 合并字库; GB2312,3
5964,钟,38047,U+949F,合并字库; GB2312,2
5965,钠,38048,U+94A0,追加字库; 合并字库; GB2312,3
5966,钡,38049,U+94A1,追加字库; 合并字库; GB2312,3
5967,钢,38050,U+94A2,合并字库; GB2312,2
5968,钣,38051,U+94A3,追加字库; 合并字库; GB2312,3
5969,钤,38052,U+94A4,追加字库; 合并字库; GB2312,3
5970,钥,38053,U+94A5,追加字库; 合并字库; GB2312,3
5971,钦,38054,U+94A6,合并字库; GB2312,2
5972,钧,38055,U+94A7,追加字库; 合并字库; GB2312,3
5973,钨,38056,U+94A8,追加字库; 合并字库; GB2312,3
5974,钩,38057,U+94A9,追加字库; 合并字库; GB2312,3
5975,钪,38058,U+94AA,追加字库; 合并字库; GB2312,3
5976,钫,38059,U+94AB,追加字库; 合并字库; GB2312,3
5977,钬,38060,U+94AC,追加字库; 合并字库; GB2312,3
5978,钭,38061,U+94AD,追加字库; 合并字库; GB2312,3
5979,钮,38062,U+94AE,追加字库; 合并字库; GB2312,3
5980,钯,38063,U+94AF,追加字库; 合并字库; GB2312,3
5981,钰,38064,U+94B0,追加字库; 合并字库; GB2312,3
5982,钱,38065,U+94B1,追加字库; 合并字库; GB2312,3
5983,钲,38066,U+94B2,追加字库; 合并字库; GB2312,3
5984,钳,38067,U+94B3,追加字库; 合并字库; GB2312,3
5985,钴,38068,U+94B4,追加字库; 合并字库; GB2312,3
5986,钵,38069,U+94B5,追加字库; 合并字库; GB2312,3
5987,钶,38070,U+94B6,追加字库; 合并字库; GB2312,3
5988,钷,38071,U+94B7,追加字库; 合并字库; GB2312,3
5989,钸,38072,U+94B8,追加字库; 合并字库; GB2312,3
5990,钹,38073,U+94B9,追加字库; 合并字库; GB2312,3
5991,钺,38074,U+94BA,追加字库; 合并字库; GB2312,3
5992,钻,38075,U+94BB,追加字库; 合并字库; GB2312,3
5993,钼,38076,U+94BC,追加字库; 合并字库; GB2312,3
5994,钽,38077,U+94BD,追加字库; 合并字库; GB2312,3
5995,钾,38078,U+94BE,追加字库; 合并字库; GB2312,3
5996,钿,38079,U+94BF,追加字库; 合并字库; GB2312,3
5997,铀,38080,U+94C0,追加字库; 合并字库; GB2312,3
5998,铁,38081,U+94C1,合并字库; GB2312,2
5999,铂,38082,U+94C2,追加字库; 合并字库; GB2312,3
6000,铃,38083,U+94C3,合并字库; GB2312,2
6001,铄,38084,U+94C4,追加字库; 合并字库; GB2312,3
6002,铅,38085,U+94C5,追加字库; 合并字库; GB2312,3
6003,铆,38086,U+94C6,追加字库; 合并字库; GB2312,3
6004,铈,38088,U+94C8,追加字库; 合并字库; GB2312,3
6005,铉,38089,U+94C9,追加字库; 合并字库; GB2312,3
6006,铊,38090,U+94CA,追加字库; 合并字库; GB2312,3
6007,铋,38091,U+94CB,追加字库; 合并字库; GB2312,3
6008,铌,38092,U+94CC,追加字库; 合并字库; GB2312,3
6009,铍,38093,U+94CD,追加字库; 合并字库; GB2312,3
6010,铎,38094,U+94CE,追加字库; 合并字库; GB2312,3
6011,铐,38096,U+94D0,追加字库; 合并字库; GB2312,3
6012,铑,38097,U+94D1,追加字库; 合并字库; GB2312,3
6013,铒,38098,U+94D2,追加字库; 合并字库; GB2312,3
6014,铕,38101,U+94D5,追加字库; 合并字库; GB2312,3
6015,铖,38102,U+94D6,追加字库; 合并字库; GB2312,3
6016,铗,38103,U+94D7,追加字库; 合并字库; GB2312,3
6017,铘,38104,U+94D8,追加字库; 合并字库; GB2312,3
6018,铙,38105,U+94D9,追加字库; 合并字库; GB2312,3
6019,铛,38107,U+94DB,追加字库; 合并字库; GB2312,3
6020,铜,38108,U+94DC,合并字库; GB2312,2
6021,铝,38109,U+94DD,合并字库; GB2312,2
6022,铞,38110,U+94DE,追加字库; 合并字库; GB2312,3
6023,铟,38111,U+94DF,追加字库; 合并字库; GB2312,3
6024,铠,38112,U+94E0,追加字库; 合并字库; GB2312,3
6025,铡,38113,U+94E1,追加字库; 合并字库; GB2312,3
6026,铢,38114,U+94E2,追加字库; 合并字库; GB2312,3
6027,铣,38115,U+94E3,追加字库; 合并字库; GB2312,3
6028,铤,38116,U+94E4,追加字库; 合并字库; GB2312,3
6029,铥,38117,U+94E5,追加字库; 合并字库; GB2312,3
6030,铧,38119,U+94E7,追加字库; 合并字库; GB2312,3
6031,铨,38120,U+94E8,追加字库; 合并字库; GB2312,3
6032,铩,38121,U+94E9,追加字库; 合并字库; GB2312,3
6033,铪,38122,U+94EA,追加字库; 合并字库; GB2312,3
6034,铫,38123,U+94EB,追加字库; 合并字库; GB2312,3
6035,铬,38124,U+94EC,追加字库; 合并字库; GB2312,3
6036,铭,38125,U+94ED,追加字库; 合并字库; GB2312,3
6037,铮,38126,U+94EE,追加字库; 合并字库; GB2312,3
6038,铯,38127,U+94EF,追加字库; 合并字库; GB2312,3
6039,铰,38128,U+94F0,追加字库; 合并字库; GB2312,3
6040,铱,38129,U+94F1,追加字库; 合并字库; GB2312,3
6041,铲,38130,U+94F2,追加字库; 合并字库; GB2312,3
6042,铳,38131,U+94F3,追加字库; 合并字库; GB2312,3
6043,铴,38132,U+94F4,追加字库; 合并字库; GB2312,3
6044,铵,38133,U+94F5,追加字库; 合并字库; GB2312,3
6045,银,38134,U+94F6,合并字库; GB2312,2
6046,铷,38135,U+94F7,追加字库; 合并字库; GB2312,3
6047,铸,38136,U+94F8,追加字库; 合并字库; GB2312,3
6048,铹,38137,U+94F9,追加字库; 合并字库; GB2312,3
6049,铺,38138,U+94FA,追加字库; 合并字库; GB2312,3
6050,铼,38140,U+94FC,追加字库; 合并字库; GB2312,3
6051,铽,38141,U+94FD,追加字库; 合并字库; GB2312,3
6052,链,38142,U+94FE,合并字库; GB2312,2
6053,铿,38143,U+94FF,追加字库; 合并字库; GB2312,3
6054,销,38144,U+9500,追加字库; 合并字库; GB2312,3
6055,锁,38145,U+9501,合并字库; GB2312,2
6056,锂,38146,U+9502,追加字库; 合并字库; GB2312,3
6057,锃,38147,U+9503,追加字库; 合并字库; GB2312,3
6058,锄,38148,U+9504,追加字库; 合并字库; GB2312,3
6059,锅,38149,U+9505,追加字库; 合并字库; GB2312,3
6060,锆,38150,U+9506,追加字库; 合并字库; GB2312,3
6061,锇,38151,U+9507,追加字库; 合并字库; GB2312,3
6062,锈,38152,U+9508,追加字库; 合并字库; GB2312,3
6063,锉,38153,U+9509,追加字库; 合并字库; GB2312,3
6064,锊,38154,U+950A,追加字库; 合并字库; GB2312,3
6065,锋,38155,U+950B,追加字库; 合并字库; GB2312,3
6066,锌,38156,U+950C,追加字库; 合并字库; GB2312,3
6067,锍,38157,U+950D,追加字库; 合并字库; GB2312,3
6068,锎,38158,U+950E,追加字库; 合并字库; GB2312,3
6069,锏,38159,U+950F,追加字库; 合并字库; GB2312,3
6070,锐,38160,U+9510,追加字库; 合并字库; GB2312,3
6071,锑,38161,U+9511,追加字库; 合并字库; GB2312,3
6072,锒,38162,U+9512,追加字库; 合并字库; GB2312,3
6073,锓,38163,U+9513,追加字库; 合并字库; GB2312,3
6074,锔,38164,U+9514,追加字库; 合并字库; GB2312,3
6075,锕,38165,U+9515,追加字库; 合并字库; GB2312,3
6076,锖,38166,U+9516,追加字库; 合并字库; GB2312,3
6077,锗,38167,U+9517,追加字库; 合并字库; GB2312,3
6078,锘,38168,U+9518,追加字库; 合并字库; GB2312,3
6079,错,38169,U+9519,追加字库; 合并字库; GB2312,3
6080,锚,38170,U+951A,追加字库; 合并字库; GB2312,3
6081,锛,38171,U+951B,追加字库; 合并字库; GB2312,3
6082,锝,38173,U+951D,追加字库; 合并字库; GB2312,3
6083,锞,38174,U+951E,追加字库; 合并字库; GB2312,3
6084,锟,38175,U+951F,追加字库; 合并字库; GB2312,3
6085,锡,38177,U+9521,合并字库; GB2312,2
6086,锢,38178,U+9522,追加字库; 合并字库; GB2312,3
6087,锣,38179,U+9523,追加字库; 合并字库; GB2312,3
6088,锤,38180,U+9524,追加字库; 合并字库; GB2312,3
6089,锥,38181,U+9525,追加字库; 合并字库; GB2312,3
6090,锦,38182,U+9526,合并字库; GB2312,2
6091,锨,38184,U+9528,追加字库; 合并字库; GB2312,3
6092,锩,38185,U+9529,追加字库; 合并字库; GB2312,3
6093,锪,38186,U+952A,追加字库; 合并字库; GB2312,3
6094,锫,38187,U+952B,追加字库; 合并字库; GB2312,3
6095,锬,38188,U+952C,追加字库; 合并字库; GB2312,3
6096,锭,38189,U+952D,追加字库; 合并字库; GB2312,3
6097,键,38190,U+952E,合并字库; GB2312,2
6098,锯,38191,U+952F,追加字库; 合并字库; GB2312,3
6099,锰,38192,U+9530,追加字库; 合并字库; GB2312,3
6100,锱,38193,U+9531,追加字库; 合并字库; GB2312,3
6101,锲,38194,U+9532,追加字库; 合并字库; GB2312,3
6102,锴,38196,U+9534,追加字库; 合并字库; GB2312,3
6103,锵,38197,U+9535,追加字库; 合并字库; GB2312,3
6104,锶,38198,U+9536,追加字库; 合并字库; GB2312,3
6105,锷,38199,U+9537,追加字库; 合并字库; GB2312,3
6106,锸,38200,U+9538,追加字库; 合并字库; GB2312,3
6107,锹,38201,U+9539,追加字库; 合并字库; GB2312,3
6108,锺,38202,U+953A,追加字库; 合并字库; GB2312,3
6109,锻,38203,U+953B,追加字库; 合并字库; GB2312,3
6110,锼,38204,U+953C,追加字库; 合并字库; GB2312,3
6111,锾,38206,U+953E,追加字库; 合并字库; GB2312,3
6112,锿,38207,U+953F,追加字库; 合并字库; GB2312,3
6113,镀,38208,U+9540,追加字库; 合并字库; GB2312,3
6114,镁,38209,U+9541,追加字库; 合并字库; GB2312,3
6115,镂,38210,U+9542,追加字库; 合并字库; GB2312,3
6116,镄,38212,U+9544,追加字库; 合并字库; GB2312,3
6117,镅,38213,U+9545,追加字库; 合并字库; GB2312,3
6118,镆,38214,U+9546,追加字库; 合并字库; GB2312,3
6119,镇,38215,U+9547,合并字库; GB2312,2
6120,镉,38217,U+9549,追加字库; 合并字库; GB2312,3
6121,镊,38218,U+954A,追加字库; 合并字库; GB2312,3
6122,镌,38220,U+954C,追加字库; 合并字库; GB2312,3
6123,镍,38221,U+954D,追加字库; 合并字库; GB2312,3
6124,镎,38222,U+954E,追加字库; 合并字库; GB2312,3
6125,镏,38223,U+954F,追加字库; 合并字库; GB2312,3
6126,镐,38224,U+9550,追加字库; 合并字库; GB2312,3
6127,镑,38225,U+9551,追加字库; 合并字库; GB2312,3
6128,镒,38226,U+9552,追加字库; 合并字库; GB2312,3
6129,镓,38227,U+9553,追加字库; 合并字库; GB2312,3
6130,镔,38228,U+9554,追加字库; 合并字库; GB2312,3
6131,镖,38230,U+9556,追加字库; 合并字库; GB2312,3
6132,镗,38231,U+9557,追加字库; 合并字库; GB2312,3
6133,镘,38232,U+9558,追加字库; 合并字库; GB2312,3
6134,镙,38233,U+9559,追加字库; 合并字库; GB2312,3
6135,镛,38235,U+955B,追加字库; 合并字库; GB2312,3
6136,镜,38236,U+955C,追加字库; 合并字库; GB2312,3
6137,镝,38237,U+955D,追加字库; 合并字库; GB2312,3
6138,镞,38238,U+955E,追加字库; 合并字库; GB2312,3
6139,镟,38239,U+955F,追加字库; 合并字库; GB2312,3
6140,镡,38241,U+9561,追加字库; 合并字库; GB2312,3
6141,镢,38242,U+9562,追加字库; 合并字库; GB2312,3
6142,镣,38243,U+9563,追加字库; 合并字库; GB2312,3
6143,镤,38244,U+9564,追加字库; 合并字库; GB2312,3
6144,镥,38245,U+9565,追加字库; 合并字库; GB2312,3
6145,镦,38246,U+9566,追加字库; 合并字库; GB2312,3
6146,镧,38247,U+9567,追加字库; 合并字库; GB2312,3
6147,镨,38248,U+9568,追加字库; 合并字库; GB2312,3
6148,镩,38249,U+9569,追加字库; 合并字库; GB2312,3
6149,镪,38250,U+956A,追加字库; 合并字库; GB2312,3
6150,镫,38251,U+956B,追加字库; 合并字库; GB2312,3
6151,镬,38252,U+956C,追加字库; 合并字库; GB2312,3
6152,镭,38253,U+956D,追加字库; 合并字库; GB2312,3
6153,镯,38255,U+956F,追加字库; 合并字库; GB2312,3
6154,镰,38256,U+9570,追加字库; 合并字库; GB2312,3
6155,镱,38257,U+9571,追加字库; 合并字库; GB2312,3
6156,镲,38258,U+9572,追加字库; 合并字库; GB2312,3
6157,镳,38259,U+9573,追加字库; 合并字库; GB2312,3
6158,镶,38262,U+9576,追加字库; 合并字库; GB2312,3
6159,长,38271,U+957F,合并字库; GB2312,2
6160,门,38376,U+95E8,合并字库; GB2312,2
6161,闩,38377,U+95E9,追加字库; 合并字库; GB2312,3
6162,闪,38378,U+95EA,追加字库; 合并字库; GB2312,3
6163,闫,38379,U+95EB,合并字库; GB2312,2
6164,闭,38381,U+95ED,追加字库; 合并字库; GB2312,3
6165,问,38382,U+95EE,追加字库; 合并字库; GB2312,3
6166,闯,38383,U+95EF,追加字库; 合并字库; GB2312,3
6167,闰,38384,U+95F0,追加字库; 合并字库; GB2312,3
6168,闱,38385,U+95F1,追加字库; 合并字库; GB2312,3
6169,闲,38386,U+95F2,追加字库; 合并字库; GB2312,3
6170,闳,38387,U+95F3,追加字库; 合并字库; GB2312,3
6171,间,38388,U+95F4,合并字库; GB2312,2
6172,闵,38389,U+95F5,合并字库; GB2312,2
6173,闶,38390,U+95F6,追加字库; 合并字库; GB2312,3
6174,闷,38391,U+95F7,追加字库; 合并字库; GB2312,3
6175,闸,38392,U+95F8,追加字库; 合并字库; GB2312,3
6176,闹,38393,U+95F9,追加字库; 合并字库; GB2312,3
6177,闺,38394,U+95FA,追加字库; 合并字库; GB2312,3
6178,闻,38395,U+95FB,追加字库; 合并字库; GB2312,3
6179,闼,38396,U+95FC,追加字库; 合并字库; GB2312,3
6180,闽,38397,U+95FD,合并字库; GB2312,2
6181,闾,38398,U+95FE,合并字库; GB2312,2
6182,阀,38400,U+9600,追加字库; 合并字库; GB2312,3
6183,阁,38401,U+9601,合并字库; GB2312,2
6184,阂,38402,U+9602,追加字库; 合并字库; GB2312,3
6185,阃,38403,U+9603,追加字库; 合并字库; GB2312,3
6186,阄,38404,U+9604,追加字库; 合并字库; GB2312,3
6187,阅,38405,U+9605,追加字库; 合并字库; GB2312,3
6188,阆,38406,U+9606,合并字库; GB2312,2
6189,阈,38408,U+9608,追加字库; 合并字库; GB2312,3
6190,阉,38409,U+9609,追加字库; 合并字库; GB2312,3
6191,阊,38410,U+960A,追加字库; 合并字库; GB2312,3
6192,阋,38411,U+960B,追加字库; 合并字库; GB2312,3
6193,阌,38412,U+960C,追加字库; 合并字库; GB2312,3
6194,阍,38413,U+960D,追加字库; 合并字库; GB2312,3
6195,阎,38414,U+960E,合并字库; GB2312,2
6196,阏,38415,U+960F,追加字库; 合并字库; GB2312,3
6197,阐,38416,U+9610,追加字库; 合并字库; GB2312,3
6198,阑,38417,U+9611,追加字库; 合并字库; GB2312,3
6199,阒,38418,U+9612,追加字库; 合并字库; GB2312,3
6200,阔,38420,U+9614,追加字库; 合并字库; GB2312,3
6201,阕,38421,U+9615,追加字库; 合并字库; GB2312,3
6202,阖,38422,U+9616,追加字库; 合并字库; GB2312,3
6203,阗,38423,U+9617,追加字库; 合并字库; GB2312,3
6204,阙,38425,U+9619,追加字库; 合并字库; GB2312,3
6205,阚,38426,U+961A,追加字库; 合并字库; GB2312,3
6206,阜,38428,U+961C,合并字库; GB2312,2
6207,阝,38429,U+961D,追加字库; 合并字库; GB2312,3
6208,队,38431,U+961F,合并字库; GB2312,2
6209,阡,38433,U+9621,合并字库; GB2312,2
6210,阢,38434,U+9622,追加字库; 合并字库; GB2312,3
6211,阪,38442,U+962A,追加字库; 合并字库; GB2312,3
